,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
fingerprint_H_bit_7,-0.00021715679551381295,0.0019649450185947187,-0.001057009453864838,-0.0003010180264859714,0.001747162677683386,0.0003233132239107293,-0.0031810723342374095,0.0005825785935881442,0.020655663513826916,-0.0037307787971094797,-0.007057446668297926,-0.003193450111034085,0.011898643419116672,0.0046927470413121175,0.008898052970142007
fingerprint_H_bit_12,-6.531441721107148e-05,-0.0002082428852089899,-0.000362254967906882,0.0010030341423154824,0.00028113700894817905,-0.0005606516314730743,-0.00034764208482135166,-0.00015920666049259243,-0.002754960959916316,-0.0016508886508724285,-0.011295672354159104,0.008999407674323057,-0.009858686749199402,-0.004791136159123244,-0.0011537832576463125
fingerprint_H_bit_13,-8.120667628598703e-05,0.0003952277291178994,-0.0012696353282526543,-0.0012721635906693986,0.0005353496160672288,0.0003765889548831733,0.0027149819679586893,-0.0006885350543717755,-0.015532294280742709,0.008635352693584286,0.01943275976161446,0.009455674718912732,-0.0037351340823138512,0.02619044855304939,0.029349411039569673
fingerprint_H_bit_18,-5.54603803483528e-05,0.0004276830128136456,-0.00042069625967155295,-0.0007650050395550216,0.000713061103801086,-0.00026778151376439504,0.0023948359178591156,-0.000156047013521132,-0.012087336399939592,0.006272594913532256,0.00455937403738238,0.016663926662884576,-0.010236216773389886,0.03569466297855417,0.03167342298792934
fingerprint_H_bit_26,-7.037614990474352e-05,0.00014166406046102332,0.0002205075262393993,-3.4240384535268235e-05,0.0002506087813785988,-0.0008005353396617639,0.0023468195137918506,0.0002738986485565198,-0.0026168513681045866,-0.0021888259734703513,-0.0068705638606754715,-0.012609834045685553,0.012229396807354465,-0.00044258795279550345,-0.00629372244833426
fingerprint_H_bit_27,-0.00018458205670917889,5.583440469319569e-05,-0.0027325444021348033,-0.001938595153862476,-7.535351755796477e-05,0.001082439702987357,0.00483294338439851,0.00018720821332007982,-0.01843462687451167,0.00813457676711012,0.03372587701961957,0.00040264390628599184,-0.012355558054752663,-0.009644529944539015,0.007040638924796949
fingerprint_H_bit_28,0.0005161578783301276,-0.0013824162831714856,0.0054138368935592015,0.0009961761745441674,-0.0013391877435138457,-0.000752857923751654,-0.000980927355169734,-0.0003462882018841244,-0.0013729643780371773,0.0005626434162473129,0.005157530406394568,-0.010832604412549907,0.006863387281228317,0.0025104881999026274,-0.004627331629875164
fingerprint_H_bit_30,-5.5460380348352796e-05,0.00042768301281364554,-0.00042069625967155295,-0.0007650050395550217,0.0007130611038010862,-0.0002677815137643947,0.002394835917859116,-0.00015604701352113227,-0.012087336399939592,0.006272594913532263,0.0045593740373819636,0.0166639266628845,-0.010236216773390107,0.03569466297855478,0.03167342298792916
fingerprint_H_bit_32,-0.00015023671538684562,0.002078277221019723,-0.00047525423066045145,-0.0004288904737612193,0.0017614557234034488,0.0001781853535668276,-0.0011894126857164846,-0.00030885930987696364,0.01620473701781443,-0.004436465248486275,-0.007667405054008766,0.01037439696141222,-0.009754477619227453,-0.02049836692518629,-0.012908325467354237
fingerprint_H_bit_33,-0.0011687175112717876,0.0020245000017256203,-0.0022664665556791077,2.701086290129129e-05,-0.004013749051644287,0.002642625054524051,-0.00578021248258733,0.0006178079704391655,-0.006202761488664183,0.006590711205634679,0.028729652543000084,-0.011517035334762995,-0.0016940486343699132,0.004108910540920482,-0.003923960646171891
fingerprint_H_bit_34,-7.037614990474353e-05,0.00014166406046102332,0.00022050752623939933,-3.4240384535268195e-05,0.000250608781378599,-0.000800535339661764,0.002346819513791851,0.0002738986485565202,-0.0026168513681045866,-0.0021888259734703635,-0.006870563860675502,-0.01260983404568554,0.012229396807354374,-0.0004425879527949867,-0.006293722448334472
fingerprint_H_bit_37,-0.00015158282619073067,0.0005368917895789223,-0.0010491278020132537,-0.0013064039752046645,0.0007859583974458286,-0.0004239463847785864,0.0050618014817505426,-0.0004146364058152571,-0.018149145648847294,0.006446526720113959,0.012562195900939066,-0.0031541593267726048,0.008494262725040742,0.025747860600254528,0.023055688591236082
fingerprint_H_bit_38,-0.00026098604803561005,0.0019118640398725632,-0.001295497737238454,-6.984609336600947e-05,0.0018200652202394667,0.0004866422324964684,-0.0027240987044724846,0.0016974770723668878,0.021627323572731026,-0.0022219538462513347,-0.007922256023215505,-0.006780604984552554,0.0073819694519953825,0.0035832627586921406,0.004826812178258115
fingerprint_H_bit_39,0.00017403187135415078,0.0007259098056809706,0.002060867747028475,-0.0011246970684303463,0.000540608734591168,0.0006456949876045889,0.0028322886079538796,-0.00012428730477622848,-0.0041704843545676586,0.005807823864095584,0.0317319314578271,-0.001513990459445885,-0.014279411485459682,-0.02828469726751354,-0.016442310030130382
fingerprint_H_bit_41,0.0012020234884888674,-0.0017053890961384814,0.002886041122010795,-0.0012538570463037524,0.0037420556071145424,-0.0018093555847092828,0.006764980452990869,0.0004686291434408908,0.012323313143982453,-0.002037364368758689,-0.004478388403029095,-0.006481383362728805,0.0006897158500352748,0.003514726385973193,0.005474932621475195
fingerprint_H_bit_42,-1.0696875832219069e-05,-3.774921609651705e-05,-0.0002543102830713239,0.0002945430508079315,0.0002630446748774653,0.0002243326814065167,-0.0011998739117655712,-2.800937713039438e-05,0.001985203752228894,0.0020712813672656804,0.0007096973000614111,-0.005996766513371399,0.011197776668487903,0.010964752300473087,0.01105488304451582
fingerprint_H_bit_45,-0.0007223876278005836,0.000295677371105302,0.002434478001910262,0.002234592769318698,-0.005202035080331831,0.0010818988147413087,-0.007458619442837263,-4.36708602110732e-05,-0.012156987343282279,0.002561763806639535,0.008255180368684126,-0.0064799490087458,0.0006897605567802771,-0.0014614338710011532,-0.008226213185537455
fingerprint_H_bit_46,-7.037614990474353e-05,0.00014166406046102332,0.00022050752623939933,-3.4240384535268195e-05,0.000250608781378599,-0.0008005353396617639,0.002346819513791851,0.0002738986485565201,-0.002616851368104587,-0.0021888259734703635,-0.006870563860675502,-0.012609834045685539,0.012229396807354376,-0.0004425879527949799,-0.006293722448334485
fingerprint_H_bit_48,0.0011830851257823584,-0.0012504106414631423,0.0025586626319773847,-0.0020034216343295537,0.00457590844061908,-0.002102538252257355,0.008872528005526657,-0.0004586643551941876,-0.0013033134346944965,0.004273474523140034,0.001461724075092405,0.012311271259080407,-0.004062590048942066,0.03966658504945825,0.035272304543592016
fingerprint_H_bit_52,-0.00013722951268609095,-0.00017043382210198737,-0.001149083778004608,-0.0006852314961991277,-0.00023930262254314555,-0.00012008574534126276,0.004177492564908336,0.0003783954311344284,-0.007058474140610904,-0.0026513579215781116,0.008803291838069027,-0.01953413689938779,0.009092883709328144,-0.035820370765453725,-0.030478545628921154
