POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,PREDICTED_CAPACITY
*CCCCCCCCCNC(=O)C(OCCCCCCC)C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.14907382
*Oc1ccc(NC(=O)c2ccc(OC(=O)c3ccc(OCCCCCCCC(*)=O)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.14561927
*CCCCCCCCCCC(=O)NCc1cc(NC(=O)N*)ccc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.13930121
*O[Si](C)(C)CCCCOC(=O)c1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.13179575
*OP(=O)(OC)OC(O)c1ccc(/C=C/c2ccc(*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.09835897
*CCCC(=O)NCCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.089288294
*CS(=O)(=O)CCCCCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.088987045
*Oc1ccc(Sc2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)c(OC)c1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.087896734
*CCCCCCNC(=O)C(CCBr)(C#N)C(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.08406073
*CCCCCCCCC(CNC(=O)CCCCC(=O)N(C)C(=O)N*)c1ccc(-c2ccc(Cl)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0731761
*CCCCCCOC(=O)Oc1ccc(-c2ccc(OCCCC(=O)OCCCOc3ccc(O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.06206908
*CCOCCOCCOP(=O)(C#N)C(=O)Sc1ccccc1-c1ccc(C(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0464448
*NC(=O)C(Cl)(CSC(=O)NCC(*)=O)C(C)C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.046323203
*OC(=O)CCCCCCC(=O)OCCCCCCCOc1ccc(C(=O)Oc2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.045421243
*Oc1ccc(C(=O)CCCC(=O)Nc2ccc(C(=O)Sc3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.043826655
*CC(CC)(C)CCC(=O)OCCCCCOC(=O)c1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.036319766
*CC(O)NC(=O)c1ccc(C(=O)NC(O)C(=O)Nc2ccc(NS(=O)(=O)c3ccc(O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.03352026
*CCOCCOCCCOCCOCCOCCOCCOC(=O)OCCCCOc1ccc(/C=C/c2ccc(OCC)cc2)cc1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.031532995
*CCCCCCCCCOCCCCCOc1ccc(NC(=O)C(C)C(C)c2ccc(C(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.03147651
*CCCCCCCC(=O)c1ccc(C(=O)OCCCOC(=O)c2ccc(C(=O)N*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.029007675
*O[Si](C)(C)OC(O)c1ccc(C(=O)Oc2ccc(C(*)=O)cc2S(=O)(=O)O[Na])cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.027439889
*CCOC(=O)NCCCCCCCNC(=O)C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0272249
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCOC(=O)c1cccc(C(*)=O)c1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.025132155
*CCCCCCCCCCOc1ccc(C(=O)Nc2ccc(-c3ccc(N(*)C)cc3)cc2)cc1S(=O)(=O)O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.023853062
*CCCOC(=O)C(C)CCC(=O)OC(Oc1ccccc1)C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.022103364
*CCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.018566059
*CCOCCOCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)NNC(=O)N*)cc2C)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.015525631
*CCCCCCC(=O)N(CCCCCCOc1ccc(CCCC(=O)O*)c(C)c1)C(=O)OCCOc1ccc(/N=N/c2ccc(F)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.015291199
*NNC(=O)Nc1ccc(C(=O)NCCCCSCNC(=O)c2ccc(O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.011104727
*CC(C#N)=C(C=C(C)C(=O)NC(C)N*)CCCCCCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.011015988
*NNC(=O)C(=O)NC(CC)CCCCC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.010607836
*OCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(OCCCCCOc3ccc(OCC(*)=O)cc3C(C)CC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.010281529
*CCCOc1ccc(C(=O)NCCCCCCNC(=O)c2ccc(NC(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0100423535
*Oc1ccc(/C(C#N)=N/C=C/c2ccc(C(=O)OCC(*)=O)cc2OCCCCC(C)CC)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.009872192
*CC(C#N)C(=O)Nc1ccc(NNC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.009173378
*Oc1ccc(C(=O)OC(=O)c2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(OCCCCCCCCC(*)=O)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0074255383
*CCCCCCOC(=O)SCCCSC(=O)Oc1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.007358287
*CCCCCCCCCCCCCCCC(=O)OCCc1ccc(C(=O)OC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0065194587
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(=O)NN*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0062003303
*Oc1ccc(OC(=O)c2ccc(NCCCCCNC(=O)c3ccc(C(*)=O)c(OC)c3)cc2)cc1Oc1ccccc1[N+](=O)[O-],C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0057273256
*CCOC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCCCCCCC(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0056713317
*O[Si](C)(C)OC(=O)OC(=O)CCCCCS(*)(=O)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0051115886
*OC(=O)c1ccc(C(=O)OCCCCCCCCCCCCCOC(*)=O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.004728115
*CCCCCC(=O)OCCOCCOC(=O)COC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0036933448
*OC(=O)NC(O)CCCCC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0034979666
*CCCCCCCCCCCCOC(=O)c1ccc(C(=O)NSCCC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0032373376
*CCCc1ccnc(CCCCc2ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc3ccc(*)s3)cc2)c1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.003000414
*CC[N+](C)(CC)CNC(=O)c1ccc(NC(=O)CCCCCCCCCC(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0029006256
*CCCCCOCCCCCOc1ccc(C(=O)OCCCCOc2ccc(C(=O)OCCCCCOC(=O)c3ccc(N*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.002639499
*Nc1ccc(C(=O)NNC(=O)CCCCCCCCCC(*)=O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0026023968
*CCCCCCN(C)CNC(=O)C(C)(C)C(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.002438051
*Oc1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C(*)=O)c(C(C)C)c4)cc3)cc2)cc1OC#CCCCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0022400676
*c1ccc(OC(=O)c2ccc(C(=O)O*)cc2C)c(OC(=O)c2ccccc2)c1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0020668418
*CCCCCCNC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(*)=O)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0020494398
*CCCCCCN(CCSCCCOC(=O)O*)c1ccc(C=O)Occ1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0016098445
*Cc1ccc(NC(=O)OCCCCCCCCCCCCCCCCCC(=O)Oc2ccc(O*)o2)cc1CCCCCCC(=O)OCCCCc1ccccc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0016044095
*CCCCCCCCCCCCCCCCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)O*)cc2)cc1CCCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0014255539
*Oc1ccc(C(=O)c2ccc(OC(=O)OCCOC(*)=O)cc2C(=O)Oc2ccc(OC(=O)c3ccc(C#N)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.001330336
*CCCCCCCCCOC(=O)C(CCCCCCCCCCOc1ccc(C(=O)O*)cc1)c1ccc([Si](C)(C)C)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0012627036
*CC(CC(=O)OC)C(=O)NCCP(=O)(OC(C)O*)OCC(C)(C)C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0011579841
*OC(=O)CCCCCCCCCCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCCCCOc2ccc(-c3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0011503125
*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCO*)nc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0007711243
*CC1CCC(CCCCCCCCCCCCNC(=O)C(OCC)CCCCC(=O)O*)CC1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00067336
*CCCCCCCCCCCCCCCOc1ccc(CC(=O)OCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0005944711
*CCCCCNC(=O)Cc1ccc(C(=O)NCCSCCCNC(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0004835594
*C(=O)NCCCCCCCCNC(=O)c1ccc(C(=O)NCCCCNC(=O)c2ccc(*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0004578379
*CCOCC[Si](C)(C)CCNC(=O)CCS(c1ccc(C(=O)O*)cc1)c1ccc(OCCCOCCCCCC)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00044069244
*CCCCCCCCCCCCOC(=O)CCCC(=O)OC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00043016003
*CCCS(=O)(=O)CCCCCCCCCCNC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0004191584
*/C=N/c1ccc(NCC(=O)CCc2ccc(OCCCCCCCCCCCCC(*)=O)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00032290712
*C(=O)/C=C(\C)c1ccc(C(=O)CN(*)c2ccc(C(=O)OCCCCCCCCCCCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00030774745
*Oc1ccc(NC(=O)OCCCCCCCCOC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00028536838
*CCCCCCCOC(=O)C/C=C/c1ccc(NC(=O)OC(F)(F)CCOc2ccc(N(*)CCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0002665177
*Oc1ccc(CC(=O)N/C=C/c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00023326343
*CCC(C)(C)CNC(=O)CCCCCCCCCC(=O)Nc1ccc(Cc2ccc(CNC(=O)C(C)C(=O)N*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00022371391
*OCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCC(=O)Oc1ccc(-c2ccc(OC(*)(OC)COCCOCC[Si](C)(C)C)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00021047145
*CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/CCc3ccc(O*)c(OC)c3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0002049563
*NN=Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00019342129
*CCCCCCCCCCOC(=O)NCCNCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00018590078
*CCCCCc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1OCCCCCCCCCCCOc1ccc(*)s1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00017702713
*CCOCCOCCOC(=O)CCCSCCCCCCCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00015595942
*CCCCCCCCC(=O)OCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)s1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.0001369197
*CCCCCCCCCCCCCOC(=O)OCCCCCCCCOc1ccc(C(=O)OCc2ccc(-c3ccc(O*)cc3)c(C)c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00012994488
*CCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)CCCCCCCCCCC(=O)Nc4ccc(*)nc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00010939305
*Nc1ccc(C(=O)c2ccc(C(=O)NCCCCCCCNC(=O)c3ccc(NC(=O)SCCCCCCCCC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,0.00010584512
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(-c3ccc(C(=O)N*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.8081364e-05
*CCCCCCCCCCCNC(=O)C(C)C(=O)NCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.02692e-05
*CCOCCOCCOCCOC(=O)CCCCCCCCCCCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.143181e-05
*CCOCCO[Si](C)(C)NCC(=O)OC(*)OC(C)C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.759689e-05
*CCCCCCCCOC(=O)CCCCOC(=O)C(CCCCCCSC(=O)O*)c1ccc(/N=N/c2ccc(OCCCCCCCCCCCCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.416177e-05
*CCCCCCCCCCCCNC(=O)C(=O)OCCCOC(=O)c1ccc(/N=C/c2ccc(-c3ccc(O*)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.636758e-05
*CCC(C(=O)C(C)C)CC(C)C(=O)NCCCCCCCNC(=O)C(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.1663006e-05
*CCCCCCCCCCCCNC(=O)c1ccc(NC(=O)CC(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.526057e-05
*NC(CC(*)=O)C(=O)OCCOC(CC)O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.1955103e-05
*CCOC(=O)C(O)CCCCCCCC(=O)OC(C)NC(=O)C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.58415e-05
*CCCCCOC(=O)CCCCCCCCCCCCCCc1ccc(CCc2ccc(NSC(=O)CCCCC(=O)N*)c(OC)c2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.5404213e-05
*C(=O)CN(CC)C(=O)CNC(=O)CCCC(C)C(=O)NCCOC(=O)c1ccc(C(=O)NC(=O)c2ccc(*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.17755e-05
*CCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCc1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.4437772e-05
*NC(C#N)C(=O)N(CC(=O)CCCCCC(=O)NCCCCC)NC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.4147075e-05
*C(=O)CN(c1ccc(CC(C)(C)c2ccccc2)cc1)C(=O)NCCCCCSCCNC(=O)C(=O)NCCCSCCCCNC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.7587236e-05
*OC(CCCCCCCN(C)OC(=O)O*)c1ccc(Oc2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.7124148e-05
*Oc1ccc(CC(NC(=O)NCC)C(*)=O)cc1C(C)C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.67215e-05
