POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,PREDICTED_CAPACITY
*CCC(C)CCCCCCSC(=O)OCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.1918437e-12
*CC(*)(C)C(=O)OCCOc1ccc(OC(=O)c2ccc(OCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.8281524e-12
*c1ccc(C(=O)Oc2ccc(C(=O)OC(OC)OCC(C)CCCCOC(=O)c3ccc(F)cc3)cc2)cc1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.7488927e-12
*OC(=O)NCCCCCCCNC(=O)CCCCCCC(=N)NCCSCCCNC(*)=CCCCCCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.6329354e-12
*CCCCCCCCCCCCCCCCCCOC(=O)S(=O)(=O)CCCCCCCCC(=O)OCc1CCCC(=O)N1*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5829551e-12
*CC(*)(C)C(=O)OCCCCCOc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.4964437e-12
*CCCCCCNNC(=O)CCCCCCCCCC(=O)NCCCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1528561e-12
*CCSCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)NCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.75115e-13
*CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNC(=O)C(C)NCCOC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.737312e-13
*NC(CON(CCOC(=O)C(=O)O)C)C(*)(C(=O)OCCCCCCC)C(C)(C)C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.371766e-13
*CC(*)(C)C(=O)OCCCOc1ccc(OCC(CO)c2ccc(C(=O)C)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.2657044e-13
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)NNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.973832e-13
*CCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)NCCCCCCNC(*)=N,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.180594e-13
*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(-c3ccc(C(=O)S(=O)(=O)CCCC(*)=O)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.066613e-13
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.9243487e-13
*CCCCNC(=O)CCCCCCCCCCCC(=O)NCCCCCCCCCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.173935e-13
*CC(*)(F)C(=O)OC(=O)OCCCCCCCCCCCCCCOc1ccc(/N=N/c2ccc(CCCCCCCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.868263e-13
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.2092973e-13
*CC(C)C(C)C(*)CC(=O)Oc1ccc(/N=N/c2ccc(/C=C/c3ccc(OCCCCCCCC)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.9342893e-13
*CCCNC(=O)C(=O)NCCNC(=O)c1ccc(C(=O)NNCCCSOCCNC(=O)CCCCOC(*)=O)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.6377382e-13
*CCCCCCCCCSCCCCCCC(=O)NCCCCCCCNC(=O)CC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.27572e-13
*CCCCCCCCCCC(=O)NCCCCNC(=O)c1ccc(C(=O)NCCNC(=O)CCCSCCCCC(=O)c2ccc(C(=O)N*)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.779113e-14
*CC(O*)C(=O)CCOCCCOc1ccc(/N=N/c2ccc(OCCC)c(OCC)c2)cc1OCCCCCCCCCCCC,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.7436566e-14
*CCCCCCCCCCCCCCCCCCCCC(=O)NCCCOCCCCCCCCCCNC(=O)S*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5671097e-14
*CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)NCCCCOCCNC(=O)NCCCCOC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.2507393e-14
*N=P(*)(CCSCCCCC)OCCCCCCCCCCCCCCCCCCCNC(=O)Oc1ccc(OC(C)C)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1787093e-14
*CC(*)C(=O)OCCOC(=O)c1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(-c4ccc(C(C)CC)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1476684e-14
*Cc1ccc(C(CC)(C)c2ccc(C(=O)NNc3ccc(C(F)(F)F)cc3)cc2)c(OC(=O)c2ccccc2)c1N(*)C,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0794311e-14
*CC(*)(CC(=O)OC(F)(F)F)Oc1ccc([N+](=O)[O-])cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.738165e-15
*CCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.735356e-15
*NNC(=O)CCCC(=O)NNC(=O)OCCCCCCCCCCSCSCCCCCCCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.213336e-15
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCNC(=O)CCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.9519782e-15
*OC(OC)C(O*)COCCCOCCOCCOC(=O)Nc1ccc(ONC(C)C)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.552972e-15
*CCCCCCCCCCCCCCCCCOC(=O)CCCCCCCC(=O)NCCCCSCCNC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.3122144e-15
*CC(*)OC(=O)c1ccc(C(C)S(=O)(=O)c2ccc(-c3ccc(OCCCCCCCCCCCCCCC)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.1823486e-15
*CC(*)(NC(=O)Sc1ccc(OCC(=O)OCCCCCCC)cc1)Oc1ccccc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.8395804e-15
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)NCCCCOC(=O)CCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,8.93031e-16
*N=P(*)(CCl)OCOCCCOCCOCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.072033e-16
*/N=N/C(=N/C=C/c1ccc(OC)cc1)OC(*)OCCOc1ccc(/N=N/c2ccc(S(=O)(=O)CCCCCCCCCC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,6.322159e-16
*CCCCCCCCCCCCC(=O)NCCCNC(=O)C(C)CCCCCC(=O)NCCCCC(=O)NCCCCCS*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.147119e-16
*CC(*)C(=O)Nc1ccc(C(=O)OCCCCCOc2ccc(/N=N/c3ccc(N=C/c4ccc(OCC)cc4)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.8032624e-16
*CC(*)(C)C(=O)OCCCCCOCCCCCCCCCCCCCCCOc1ccc(-c2ccc(C=C(C)C(=O)Oc3ccc(C(C)C)cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.743755e-16
*CCCCCCNC(=O)CCCCC(=O)NNC(=O)CCc1ccc(NCCCCCCCNC(=O)CCCCCCCCC(=O)N*)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.2554613e-16
*NC(=O)CCCCCCCCCCCCCCCS(=O)(=O)CCCCCCC(=O)NC(=O)NCCC(*)=O,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,3.2124196e-16
*CCCCCCCCCCCCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)C(=O)CCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.5671678e-16
*CC#CCCCCCCCCCCCCCC(=O)NCCCCOCCCCCCNC(=O)CCCSCCCCCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.1080291e-16
*O[Si](*)(C)CCCCCCCCCCOc1ccc(-c2ccc(C(=O)Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0174752e-16
*CC(=O)NCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCOC(=O)C(C)C(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.6322086e-17
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.3388687e-18
*CC(*)(C)C(=O)OCCCCCCCCCCC(=O)OCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.0857349e-18
*CCCCCCCCCCCCNC(=O)CCCCCCCCCC(=O)NCCCCCSCCOCCCCCCCCCCSCCCC(=O)O*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,9.364441e-19
*CCCCCCCCCCCCCCCCCCNC(=O)NCCSCCCCCNC(=O)CCCCCCCCCCCCC(=O)NC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,5.103801e-20
*CCCCCCCCCCNC(=O)CCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCCCNC(=O)NCCCNC(=O)S*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,2.5219427e-20
*CCCCCCCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)NCCCNC(=O)CCCCCCCCCS*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,1.8280263e-20
*CC(*)(CC(=O)OCCCN(C#N)CCC)c1ccc(/N=N/c2ccc(C(=O)Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,7.789224e-21
*CCCCCCCCCNC(=O)CSCCCCCCCC(=O)NCCCCNC(=O)CCCCNC(=O)CCCCCCCCCCCCCC(=O)N*,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,8.2,12.5,4.515645e-22
